evaluation_index,action,current_strategy,candidate_strategy,reason,utility_current,utility_candidate,lcb_current,lcb_candidate,switched,reason_code,decision_margin,decision_threshold,is_fallback
107,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4529753942026936,0.35497539420269353,0.44911506695817255,0.35111506695817246,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
108,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4531889149858431,0.3551889149858431,0.4497015878017583,0.35170158780175825,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
109,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4539995791158834,0.3559995791158833,0.44892612600202936,0.35092612600202927,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
110,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4549335495152196,0.3569335495152195,0.44852520388566397,0.3505252038856639,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
111,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45621636302682933,0.3582163630268293,0.44902342498179837,0.35102342498179834,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
112,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45679855602169317,0.3587985560216931,0.44962191409462415,0.35162191409462407,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
113,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4573439419309147,0.3593439419309147,0.44980821819798356,0.3518082181979835,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
114,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45836423283069055,0.3603642328306905,0.45061911137633615,0.3526191113763361,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
115,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4586396839002601,0.3606396839002601,0.45144260962634736,0.3534426096263473,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
116,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45848553183635143,0.3604855318363514,0.45121852751463615,0.3532185275146361,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
117,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4585812186421195,0.36058121864211945,0.4515020245277169,0.3535020245277169,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
118,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4583537319384635,0.3603537319384635,0.45074455688038767,0.35274455688038764,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
119,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.4568407094031051,0.3588407094031051,0.44805850391768676,0.3500585039176867,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
120,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45457901660775024,0.3565790166077502,0.44409611444735436,0.34609611444735433,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
121,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.45183603730496824,0.35383603730496815,0.43999884052461685,0.34199884052461677,False,no_candidate_improvement,-0.09800000000000009,0.21000000000000002,False
122,stay,lcb_conservative,adaptive_meta,"Stay because candidate improvement is not sufficient after LCB comparison: margin=-0.0980, threshold=0.2100.",0.44938146722663747,0.35138146722663743,0.436174313703291,0.338174313703291,False,no_candidate_improvement,-0.09800000000000003,0.21000000000000002,False
